trade_date,ts_code,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
2021-09-22,000001.SZ,17.98,0.7592,1.713,1.32,12.0616,10.6271,1.1356,2.2725,2.1822,1.2125,1.0011,1940591.8198,1940575.4475,860111.3751,34891840.92,34891546.5461
2021-09-23,000001.SZ,17.68,0.711,1.6043,1.19,11.8604,10.4497,1.1167,2.2345,2.1458,1.233,1.0181,1940591.8198,1940575.4475,860111.3751,34309663.3741,34309373.9118
2021-09-24,000001.SZ,17.35,0.6522,1.4715,1.06,11.639,10.2547,1.0958,2.1928,2.1057,1.2565,1.0375,1940591.8198,1940575.4475,860111.3751,33669268.0735,33668984.0141
2021-09-27,000001.SZ,17.57,0.5878,1.3262,0.89,11.7866,10.3847,1.1097,2.2206,2.1324,1.2408,1.0245,1940591.8198,1940575.4475,860111.3751,34096198.2739,34095910.6126
2021-09-28,000001.SZ,17.97,0.6664,1.5035,1.01,12.0549,10.6212,1.135,2.2712,2.181,1.2131,1.0017,1940591.8198,1940575.4475,860111.3751,34872435.0018,34872140.7916
2021-09-29,000001.SZ,18.15,0.6339,1.4302,0.94,12.1757,10.7275,1.1464,2.2939,2.2028,1.2011,0.9917,1940591.8198,1940575.4475,860111.3751,35221741.5294,35221444.3721
2021-09-30,000001.SZ,17.93,0.41,0.925,0.63,12.0281,10.5975,1.1325,2.2661,2.1761,1.2158,1.0039,1940591.8198,1940575.4475,860111.3751,34794811.329,34794517.7737
2021-10-08,000001.SZ,18.64,0.5973,1.3477,1.01,12.5044,11.0172,1.1773,2.3559,2.2623,1.1695,0.9657,1940591.8198,1940575.4475,860111.3751,36172631.5211,36172326.3414
2021-10-11,000001.SZ,19.4,0.75,1.692,1.3,13.0142,11.4664,1.2253,2.4519,2.3545,1.1237,0.9278,1940591.8198,1940575.4475,860111.3751,37647481.3041,37647163.6815
2021-10-12,000001.SZ,19.35,0.5314,1.199,0.87,12.9807,11.4368,1.2222,2.4456,2.3485,1.1266,0.9302,1940591.8198,1940575.4475,860111.3751,37550451.7131,37550134.9091
2021-10-13,000001.SZ,19.58,0.4163,0.9393,0.71,13.135,11.5727,1.2367,2.4747,2.3764,1.1134,0.9193,1940591.8198,1940575.4475,860111.3751,37996787.8317,37996467.2621
2021-10-14,000001.SZ,19.21,0.4344,0.9801,0.8,12.8867,11.3541,1.2133,2.4279,2.3315,1.1348,0.937,1940591.8198,1940575.4475,860111.3751,37278768.8584,37278454.3465
2021-10-15,000001.SZ,19.66,0.512,1.1551,0.94,13.1886,11.62,1.2417,2.4848,2.3861,1.1089,0.9156,1940591.8198,1940575.4475,860111.3751,38152035.1773,38151713.2979
2021-10-18,000001.SZ,19.29,0.376,0.8483,0.71,12.9404,11.4013,1.2184,2.438,2.3412,1.1301,0.9331,1940591.8198,1940575.4475,860111.3751,37434016.2039,37433700.3823
2021-10-19,000001.SZ,19.57,0.3517,0.7934,0.77,13.1282,11.5668,1.236,2.4734,2.3752,1.1139,0.9198,1940591.8198,1940575.4475,860111.3751,37977381.9135,37977061.5076
2021-10-20,000001.SZ,19.24,0.3416,0.7708,0.82,12.9069,11.3718,1.2152,2.4317,2.3351,1.1331,0.9356,1940591.8198,1940575.4475,860111.3751,37336986.613,37336671.6099
2021-10-21,000001.SZ,20.0,0.8357,1.8854,2.07,13.4167,10.8823,1.217,2.5278,2.3642,1.09,0.9,1940591.8198,1940575.4475,860111.3751,38811836.396,38811508.95
2021-10-22,000001.SZ,20.04,0.5849,1.3908,1.21,13.4435,10.9041,1.2194,2.5328,2.3689,1.0878,0.8982,1940591.8198,1940575.4475,816063.5037,38889460.0688,38889131.9679
2021-10-25,000001.SZ,20.12,0.3766,0.8956,0.76,13.4972,10.9476,1.2243,2.5429,2.3783,1.0835,0.8946,1940591.8198,1940575.4475,816063.5037,39044707.4144,39044378.0037
2021-10-26,000001.SZ,20.05,0.3364,0.7999,0.68,13.4502,10.9095,1.22,2.5341,2.3701,1.0873,0.8978,1940591.8198,1940575.4475,816063.5037,38908865.987,38908537.7224
2021-10-27,000001.SZ,19.92,0.3543,0.8426,0.72,13.363,10.8388,1.2121,2.5177,2.3547,1.0944,0.9036,1940591.8198,1940575.4475,816063.5037,38656589.0504,38656262.9142
2021-10-28,000001.SZ,19.72,0.319,0.7585,0.64,13.2289,10.73,1.2,2.4924,2.3311,1.1055,0.9128,1940591.8198,1940575.4475,816063.5037,38268470.6865,38268147.8247
2021-10-29,000001.SZ,19.5,0.2782,0.6616,0.71,13.0813,10.6103,1.1866,2.4646,2.305,1.1179,0.9231,1940591.8198,1940575.4475,816063.5037,37841540.4861,37841221.2263
2021-11-01,000001.SZ,19.39,0.4336,1.0312,1.3,13.0075,10.5504,1.1799,2.4507,2.292,1.1243,0.9283,1940591.8198,1940575.4475,816063.5037,37628075.3859,37627757.927
2021-11-02,000001.SZ,18.18,1.0294,2.448,2.99,12.1958,9.892,1.1063,2.2977,2.149,1.1991,0.9901,1940591.8198,1940575.4475,816063.5037,35279959.284,35279661.6356
2021-11-03,000001.SZ,18.03,0.5746,1.3663,1.19,12.0952,9.8104,1.0971,2.2788,2.1313,1.2091,0.9983,1940591.8198,1940575.4475,816063.5037,34988870.511,34988575.3184
2021-11-04,000001.SZ,17.87,0.5068,1.2051,0.96,11.9878,9.7234,1.0874,2.2586,2.1124,1.2199,1.0073,1940591.8198,1940575.4475,816063.5037,34678375.8198,34678083.2468
2021-11-05,000001.SZ,17.64,0.5648,1.3431,1.0,11.8335,9.5982,1.0734,2.2295,2.0852,1.2358,1.0204,1940591.8198,1940575.4475,816063.5037,34232039.7013,34231750.8939
2021-11-08,000001.SZ,17.42,0.7095,1.6871,1.14,11.6859,9.4785,1.06,2.2017,2.0592,1.2514,1.0333,1940591.8198,1940575.4475,816063.5037,33805109.5009,33804824.2955
2021-11-09,000001.SZ,17.53,0.6393,1.5202,0.94,11.7597,9.5384,1.0667,2.2156,2.0722,1.2436,1.0268,1940591.8198,1940575.4475,816063.5037,34018574.6011,34018287.5947
2021-11-10,000001.SZ,17.4,0.6291,1.496,1.05,11.6725,9.4676,1.0588,2.1992,2.0568,1.2529,1.0345,1940591.8198,1940575.4475,816063.5037,33766297.6645,33766012.7865
2021-11-11,000001.SZ,18.35,1.0743,2.5546,1.76,12.3098,9.9845,1.1166,2.3192,2.1691,1.188,0.9809,1940591.8198,1940575.4475,816063.5037,35609859.8933,35609559.4616
2021-11-12,000001.SZ,18.27,0.4934,1.1734,0.68,12.2562,9.941,1.1117,2.3091,2.1597,1.1932,0.9852,1940591.8198,1940575.4475,816063.5037,35454612.5477,35454313.4258
2021-11-15,000001.SZ,18.43,0.3376,0.8027,0.48,12.3635,10.0281,1.1215,2.3293,2.1786,1.1829,0.9767,1940591.8198,1940575.4475,816063.5037,35765107.2389,35764805.4974
2021-11-16,000001.SZ,18.22,0.3098,0.7366,0.49,12.2226,9.9138,1.1087,2.3028,2.1537,1.1965,0.9879,1940591.8198,1940575.4475,816063.5037,35357582.9568,35357284.6535
2021-11-17,000001.SZ,18.11,0.3425,0.8144,0.6,12.1488,9.854,1.102,2.2889,2.1407,1.2038,0.9939,1940591.8198,1940575.4475,816063.5037,35144117.8566,35143821.3542
2021-11-18,000001.SZ,17.8,0.4122,0.9801,0.81,11.9409,9.6853,1.0831,2.2497,2.1041,1.2247,1.0112,1940591.8198,1940575.4475,816063.5037,34542534.3924,34542242.9655
2021-11-19,000001.SZ,18.15,0.4052,0.9636,1.07,12.1757,9.8757,1.1044,2.2939,2.1455,1.2011,0.9917,1940591.8198,1940575.4475,816063.5037,35221741.5294,35221444.3721
2021-11-22,000001.SZ,18.12,0.3806,0.9051,1.05,12.1555,9.8594,1.1026,2.2902,2.1419,1.2031,0.9934,1940591.8198,1940575.4475,816063.5037,35163523.7748,35163227.1087
2021-11-23,000001.SZ,17.88,0.6369,1.5146,1.72,11.9945,9.7288,1.088,2.2598,2.1136,1.2192,1.0067,1940591.8198,1940575.4475,816063.5037,34697781.738,34697489.0013
2021-11-24,000001.SZ,17.87,0.382,0.9084,0.88,11.9878,9.7234,1.0874,2.2586,2.1124,1.2199,1.0073,1940591.8198,1940575.4475,816063.5037,34678375.8198,34678083.2468
2021-11-25,000001.SZ,17.68,0.311,0.7396,0.7,11.8604,9.62,1.0758,2.2345,2.0899,1.233,1.0181,1940591.8198,1940575.4475,816063.5037,34309663.3741,34309373.9118
2021-11-26,000001.SZ,17.58,0.3579,0.851,0.85,11.7933,9.5656,1.0697,2.2219,2.0781,1.24,1.0239,1940591.8198,1940575.4475,816063.5037,34115604.1921,34115316.3671
2021-11-29,000001.SZ,17.51,0.2641,0.6281,0.64,11.7463,9.5275,1.0655,2.2131,2.0698,1.245,1.028,1940591.8198,1940575.4475,816063.5037,33979762.7647,33979476.0857
2021-11-30,000001.SZ,17.44,0.378,0.899,0.97,11.6994,9.4894,1.0612,2.2042,2.0615,1.25,1.0321,1940591.8198,1940575.4475,816063.5037,33843921.3373,33843635.8044
2021-12-01,000001.SZ,17.64,0.3643,0.8663,1.08,11.8335,9.5982,1.0734,2.2295,2.0852,1.2358,1.0204,1940591.8198,1940575.4475,816063.5037,34232039.7013,34231750.8939
2021-12-02,000001.SZ,17.59,0.5126,1.219,1.53,11.8,9.571,1.0704,2.2232,2.0793,1.2393,1.0233,1940591.8198,1940575.4475,816063.5037,34135010.1103,34134722.1215
2021-12-03,000001.SZ,17.65,0.3646,0.8671,0.97,11.8402,9.6037,1.074,2.2308,2.0864,1.2351,1.0198,1940591.8198,1940575.4475,816063.5037,34251445.6195,34251156.6484
2021-12-06,000001.SZ,18.1,1.1057,2.6292,2.93,12.1421,9.8485,1.1014,2.2876,2.1396,1.2044,0.9945,1940591.8198,1940575.4475,816063.5037,35124711.9384,35124415.5998
2021-12-07,000001.SZ,18.46,0.833,1.9808,1.53,12.3836,10.0444,1.1233,2.3331,2.1821,1.1809,0.9751,1940591.8198,1940575.4475,816063.5037,35823324.9935,35823022.7609
2021-12-08,000001.SZ,18.47,0.5051,1.2012,0.79,12.3903,10.0498,1.1239,2.3344,2.1833,1.1803,0.9746,1940591.8198,1940575.4475,816063.5037,35842730.9117,35842428.5153
2021-12-09,000001.SZ,18.7,0.7502,1.784,1.13,12.5446,10.175,1.1379,2.3635,2.2105,1.1658,0.9626,1940591.8198,1940575.4475,816063.5037,36289067.0303,36288760.8683
2021-12-10,000001.SZ,18.38,0.5098,1.2122,0.72,12.3299,10.0009,1.1184,2.323,2.1727,1.1861,0.9793,1940591.8198,1940575.4475,816063.5037,35668077.6479,35667776.7251
2021-12-13,000001.SZ,18.27,0.6774,1.6108,0.91,12.2562,9.941,1.1117,2.3091,2.1597,1.1932,0.9852,1940591.8198,1940575.4475,816063.5037,35454612.5477,35454313.4258
2021-12-14,000001.SZ,17.58,0.9983,2.3738,1.52,11.7933,9.5656,1.0697,2.2219,2.0781,1.24,1.0239,1940591.8198,1940575.4475,816063.5037,34115604.1921,34115316.3671
2021-12-15,000001.SZ,17.55,0.6671,1.5864,0.97,11.7732,9.5492,1.0679,2.2181,2.0745,1.2422,1.0256,1940591.8198,1940575.4475,816063.5037,34057386.4375,34057099.1036
2021-12-16,000001.SZ,17.72,0.4223,1.0042,0.59,11.8872,9.6417,1.0783,2.2396,2.0946,1.2302,1.0158,1940591.8198,1940575.4475,816063.5037,34387287.0469,34386996.9297
2021-12-17,000001.SZ,17.57,0.3104,0.7381,0.47,11.7866,9.5601,1.0691,2.2206,2.0769,1.2408,1.0245,1940591.8198,1940575.4475,816063.5037,34096198.2739,34095910.6126
2021-12-20,000001.SZ,17.52,0.3846,0.9147,0.63,11.753,9.5329,1.0661,2.2143,2.071,1.2443,1.0274,1940591.8198,1940575.4475,816063.5037,33999168.6829,33998881.8402
2021-12-21,000001.SZ,17.59,0.4606,1.0952,0.83,11.8,9.571,1.0704,2.2232,2.0793,1.2393,1.0233,1940591.8198,1940575.4475,816063.5037,34135010.1103,34134722.1215
2021-12-22,000001.SZ,17.39,0.5034,1.1971,1.12,11.6658,9.4622,1.0582,2.1979,2.0556,1.2536,1.0351,1940591.8198,1940575.4475,816063.5037,33746891.7463,33746607.032
2021-12-23,000001.SZ,17.32,0.546,1.2984,1.31,11.6189,9.4241,1.0539,2.189,2.0474,1.2587,1.0393,1940591.8198,1940575.4475,816063.5037,33611050.3189,33610766.7507
2021-12-24,000001.SZ,17.31,0.2516,0.5983,0.57,11.6122,9.4187,1.0533,2.1878,2.0462,1.2594,1.0399,1940591.8198,1940575.4475,816063.5037,33591644.4007,33591360.9962
2021-12-27,000001.SZ,17.22,0.3768,0.8959,0.88,11.5518,9.3697,1.0478,2.1764,2.0355,1.266,1.0453,1940591.8198,1940575.4475,816063.5037,33416991.137,33416709.206
2021-12-28,000001.SZ,17.17,0.5806,1.3806,1.36,11.5182,9.3425,1.0448,2.1701,2.0296,1.2697,1.0483,1940591.8198,1940575.4475,816063.5037,33319961.546,33319680.4336
2021-12-29,000001.SZ,16.75,0.7572,1.8006,1.68,11.2365,9.114,1.0192,2.117,1.98,1.3015,1.0746,1940591.8198,1940575.4475,816063.5037,32504912.9817,32504638.7456
2021-12-30,000001.SZ,16.82,0.4105,0.9762,0.82,11.2834,9.152,1.0235,2.1259,1.9883,1.2961,1.0702,1940591.8198,1940575.4475,816063.5037,32640754.409,32640479.027
2021-12-31,000001.SZ,16.48,0.9022,2.1454,1.9,11.0554,8.967,1.0028,2.0829,1.9481,1.3228,1.0922,1940591.8198,1940575.4475,816063.5037,31980953.1903,31980683.3748
2022-01-04,000001.SZ,16.66,0.6025,1.4328,1.0,11.1761,9.065,1.0138,2.1056,1.9693,1.0804,1.0804,1940591.8198,1940575.4475,816063.5037,32330259.7179,32329986.9554
2022-01-05,000001.SZ,17.15,1.011,2.4042,1.55,11.5048,9.3316,1.0436,2.1676,2.0273,1.0496,1.0496,1940591.8198,1940575.4475,816063.5037,33281149.7096,33280868.9246
2022-01-06,000001.SZ,17.12,0.5709,1.3576,0.77,11.4847,9.3153,1.0418,2.1638,2.0237,1.0514,1.0514,1940591.8198,1940575.4475,816063.5037,33222931.955,33222651.6612
2022-01-07,000001.SZ,17.2,0.5806,1.3806,0.83,11.5384,9.3588,1.0466,2.1739,2.0332,1.0465,1.0465,1940591.8198,1940575.4475,816063.5037,33378179.3006,33377897.697
2022-01-10,000001.SZ,17.19,0.4688,1.1148,0.64,11.5317,9.3534,1.046,2.1726,2.032,1.0471,1.0471,1940591.8198,1940575.4475,816063.5037,33358773.3824,33358491.9425
2022-01-11,000001.SZ,17.41,0.8152,1.9386,1.26,11.6792,9.4731,1.0594,2.2004,2.058,1.0339,1.0339,1940591.8198,1940575.4475,816063.5037,33785703.5827,33785418.541
2022-01-12,000001.SZ,17.0,0.7741,1.8407,1.12,11.4042,9.25,1.0345,2.1486,2.0095,1.0588,1.0588,1940591.8198,1940575.4475,816063.5037,32990060.9366,32989782.6075
2022-01-13,000001.SZ,16.98,0.4686,1.1144,0.73,11.3908,9.2391,1.0332,2.1461,2.0072,1.0601,1.0601,1940591.8198,1940575.4475,816063.5037,32951249.1002,32950971.0986
2022-01-14,000001.SZ,16.33,1.0837,2.5771,1.74,10.9547,8.7213,0.9736,2.0639,1.8709,1.1023,1.1023,1940591.8198,1940575.4475,816063.5037,31689864.4173,31689597.0577
2022-01-17,000001.SZ,16.22,0.5894,1.4015,0.82,10.8809,8.6626,0.967,2.05,1.8583,1.1097,1.1097,1940591.8198,1940575.4475,816063.5037,31476399.3172,31476133.7585
2022-01-18,000001.SZ,16.52,0.5941,1.4128,0.8,11.0822,8.8228,0.9849,2.0879,1.8927,1.0896,1.0896,1940591.8198,1940575.4475,816063.5037,32058576.8631,32058306.3927
2022-01-19,000001.SZ,16.5,0.5093,1.2112,0.73,11.0688,8.8121,0.9837,2.0854,1.8904,1.0909,1.0909,1940591.8198,1940575.4475,816063.5037,32019765.0267,32019494.8838
2022-01-20,000001.SZ,17.33,1.562,3.7144,2.41,11.6256,9.2554,1.0332,2.1903,1.9855,1.0387,1.0387,1940591.8198,1940575.4475,816063.5037,33630456.2371,33630172.5052
2022-01-21,000001.SZ,17.35,0.7635,1.8156,0.88,11.639,9.2661,1.0344,2.1928,1.9878,1.0375,1.0375,1940591.8198,1940575.4475,816063.5037,33669268.0735,33668984.0141
2022-01-24,000001.SZ,17.2,0.4508,1.0719,0.56,11.5384,9.186,1.0254,2.1739,1.9706,1.0465,1.0465,1940591.8198,1940575.4475,816063.5037,33378179.3006,33377897.697
2022-01-25,000001.SZ,16.85,0.5634,1.3397,0.73,11.3036,8.9991,1.0046,2.1296,1.9305,1.0682,1.0682,1940591.8198,1940575.4475,816063.5037,32698972.1636,32698696.2904
2022-01-26,000001.SZ,16.65,0.5076,1.207,0.66,11.1694,8.8922,0.9926,2.1044,1.9076,1.0811,1.0811,1940591.8198,1940575.4475,816063.5037,32310853.7997,32310581.2009
2022-01-27,000001.SZ,16.3,0.528,1.2556,0.69,10.9346,8.7053,0.9718,2.0601,1.8675,1.1043,1.1043,1940591.8198,1940575.4475,816063.5037,31631646.6627,31631379.7943
2022-01-28,000001.SZ,15.83,0.8634,2.0532,1.53,10.6193,8.4543,0.9438,2.0007,1.8136,1.1371,1.1371,1940591.8198,1940575.4475,816063.5037,30719568.5074,30719309.3339
2022-02-07,000001.SZ,16.39,0.7809,1.8571,1.34,10.995,8.7534,0.9771,2.0715,1.8778,1.0982,1.0982,1940591.8198,1940575.4475,816063.5037,31806299.9265,31806031.5845
2022-02-08,000001.SZ,16.83,0.9042,2.1502,1.39,11.2902,8.9884,1.0034,2.1271,1.9282,1.0695,1.0695,1940591.8198,1940575.4475,816063.5037,32660160.3272,32659884.7814
2022-02-09,000001.SZ,16.86,0.5417,1.2881,0.76,11.3103,9.0044,1.0052,2.1309,1.9316,1.0676,1.0676,1940591.8198,1940575.4475,816063.5037,32718378.0818,32718102.0449
2022-02-10,000001.SZ,16.99,0.4043,0.9614,0.56,11.3975,9.0738,1.0129,2.1473,1.9465,1.0594,1.0594,1940591.8198,1940575.4475,816063.5037,32970655.0184,32970376.853
2022-02-11,000001.SZ,17.1,0.5556,1.3211,0.79,11.4713,9.1326,1.0195,2.1612,1.9591,1.0526,1.0526,1940591.8198,1940575.4475,816063.5037,33184120.1186,33183840.1523
2022-02-14,000001.SZ,16.58,0.5929,1.41,0.93,11.1224,8.8549,0.9885,2.0955,1.8995,1.0856,1.0856,1940591.8198,1940575.4475,816063.5037,32175012.3723,32174740.9196
2022-02-15,000001.SZ,16.28,0.6226,1.4806,1.04,10.9212,8.6946,0.9706,2.0576,1.8652,1.1057,1.1057,1940591.8198,1940575.4475,816063.5037,31592834.8263,31592568.2853
2022-02-16,000001.SZ,16.41,0.4032,0.9587,0.74,11.0084,8.7641,0.9783,2.074,1.8801,1.0969,1.0969,1940591.8198,1940575.4475,816063.5037,31845111.7629,31844843.0935
2022-02-17,000001.SZ,16.42,0.4094,0.9736,0.79,11.0151,8.7694,0.9789,2.0753,1.8812,1.0962,1.0962,1940591.8198,1940575.4475,816063.5037,31864517.6811,31864248.848
2022-02-18,000001.SZ,16.77,0.4135,0.9834,0.8,11.2499,8.9563,0.9998,2.1195,1.9213,1.0733,1.0733,1940591.8198,1940575.4475,816063.5037,32543724.818,32543450.2546
2022-02-21,000001.SZ,16.51,0.4128,0.9815,0.85,11.0755,8.8175,0.9843,2.0867,1.8915,1.0902,1.0902,1940591.8198,1940575.4475,816063.5037,32039170.9449,32038900.6382
2022-02-22,000001.SZ,16.23,0.4612,1.0967,1.02,10.8877,8.6679,0.9676,2.0513,1.8594,1.1091,1.1091,1940591.8198,1940575.4475,816063.5037,31495805.2354,31495539.5129
2022-02-23,000001.SZ,16.19,0.4569,1.0866,1.09,10.8608,8.6466,0.9652,2.0462,1.8549,1.1118,1.1118,1940591.8198,1940575.4475,816063.5037,31418181.5626,31417916.495
2022-02-24,000001.SZ,15.91,0.6823,1.6225,1.58,10.673,8.497,0.9485,2.0108,1.8228,1.1314,1.1314,1940591.8198,1940575.4475,816063.5037,30874815.853,30874555.3697
2022-02-25,000001.SZ,15.9,0.3743,0.8901,0.77,10.6663,8.4917,0.9479,2.0096,1.8216,1.1321,1.1321,1940591.8198,1940575.4475,816063.5037,30855409.9348,30855149.6153
2022-02-28,000001.SZ,15.75,0.3731,0.8872,0.78,10.5657,8.4116,0.939,1.9906,1.8045,1.1429,1.1429,1940591.8198,1940575.4475,816063.5037,30564321.1619,30564063.2981
2022-03-01,000001.SZ,15.92,0.4818,1.1458,1.03,10.6797,8.5024,0.9491,2.0121,1.8239,1.1307,1.1307,1940591.8198,1940575.4475,816063.5037,30894221.7712,30893961.1242
2022-03-02,000001.SZ,15.68,0.392,0.9322,0.83,10.5187,8.3742,0.9348,1.9818,1.7964,1.148,1.148,1940591.8198,1940575.4475,816063.5037,30428479.7345,30428223.0168
2022-03-03,000001.SZ,15.71,0.298,0.7086,0.65,10.5388,8.3902,0.9366,1.9856,1.7999,1.1458,1.1458,1940591.8198,1940575.4475,816063.5037,30486697.4891,30486440.2802
2022-03-04,000001.SZ,15.33,0.5106,1.2143,1.33,10.2839,8.1873,0.9139,1.9375,1.7563,1.1742,1.1742,1940591.8198,1940575.4475,816063.5037,29749272.5975,29749021.6102
2022-03-07,000001.SZ,14.72,0.5736,1.2942,1.4,9.8747,7.8615,0.8776,1.8604,1.6864,1.2228,1.2228,1940591.8198,1940575.4475,860111.3751,28565511.5875,28565270.5872
2022-03-08,000001.SZ,14.31,0.5169,1.1662,1.15,9.5997,7.6425,0.8531,1.8086,1.6395,1.2579,1.2579,1940591.8198,1940575.4475,860111.3751,27769868.9413,27769634.6537
2022-03-09,000001.SZ,13.84,0.928,2.0936,2.03,9.2844,7.3915,0.8251,1.7492,1.5856,1.3006,1.3006,1940591.8198,1940575.4475,860111.3751,26857790.786,26857564.1934
2022-03-10,000001.SZ,14.57,1.159,2.615,2.05,7.7814,7.7814,0.8686,1.6693,1.6693,1.2354,1.2354,1940591.8198,1940552.195,860088.1226,28274422.8145,28273845.4812
2022-03-11,000001.SZ,14.9,0.7697,1.7366,1.04,7.9576,7.9576,0.8883,1.7071,1.7071,1.2081,1.2081,1940591.8198,1940552.195,860088.1226,28914818.115,28914227.7055
2022-03-14,000001.SZ,14.49,0.5763,1.3003,0.73,7.7387,7.7387,0.8639,1.6601,1.6601,1.2422,1.2422,1940591.8198,1940552.195,860088.1226,28119175.4689,28118601.3056
2022-03-15,000001.SZ,13.68,0.918,2.0712,1.16,7.3061,7.3061,0.8156,1.5673,1.5673,1.3158,1.3158,1940591.8198,1940552.195,860088.1226,26547296.0949,26546754.0276
2022-03-16,000001.SZ,14.31,0.7894,1.781,0.91,7.6425,7.6425,0.8531,1.6395,1.6395,1.2579,1.2579,1940591.8198,1940552.195,860088.1226,27769868.9413,27769301.9105
2022-03-17,000001.SZ,14.45,0.8915,2.0115,1.06,7.7173,7.7173,0.8615,1.6555,1.6555,1.2457,1.2457,1940591.8198,1940552.195,860088.1226,28041551.7961,28040979.2178
2022-03-18,000001.SZ,14.7,0.7878,1.7775,1.0,7.8508,7.8508,0.8764,1.6842,1.6842,1.2245,1.2245,1940591.8198,1940552.195,860088.1226,28526699.7511,28526117.2665
2022-03-21,000001.SZ,14.59,0.623,1.4055,0.79,7.7921,7.7921,0.8698,1.6716,1.6716,1.2337,1.2337,1940591.8198,1940552.195,860088.1226,28313234.6509,28312656.5251
2022-03-22,000001.SZ,15.18,0.8393,1.8936,1.05,8.1072,8.1072,0.905,1.7391,1.7391,1.1858,1.1858,1940591.8198,1940552.195,860088.1226,29458183.8246,29457582.3201
2022-03-23,000001.SZ,15.0,0.5411,1.2209,0.69,8.011,8.011,0.8943,1.7185,1.7185,1.2,1.2,1940591.8198,1940552.195,860088.1226,29108877.297,29108282.925
2022-03-24,000001.SZ,15.2,0.5165,1.1654,0.7,8.1178,8.1178,0.9062,1.7414,1.7414,1.1842,1.1842,1940591.8198,1940552.195,860088.1226,29496995.661,29496393.364
2022-03-25,000001.SZ,14.98,0.3828,0.8638,0.58,8.0003,8.0003,0.8931,1.7162,1.7162,1.2016,1.2016,1940591.8198,1940552.195,860088.1226,29070065.4606,29069471.8811
2022-03-28,000001.SZ,14.85,0.3747,0.8454,0.65,7.9309,7.9309,0.8853,1.7013,1.7013,1.2121,1.2121,1940591.8198,1940552.195,860088.1226,28817788.524,28817200.0958
2022-03-29,000001.SZ,14.68,0.3173,0.7158,0.6,7.8401,7.8401,0.8752,1.6819,1.6819,1.2262,1.2262,1940591.8198,1940552.195,860088.1226,28487887.9147,28487306.2226
2022-03-30,000001.SZ,15.21,0.6373,1.438,1.49,8.1232,8.1232,0.9068,1.7426,1.7426,1.1834,1.1834,1940591.8198,1940552.195,860088.1226,29516401.5792,29515798.886
2022-03-31,000001.SZ,15.38,0.5997,1.3531,1.35,8.214,8.214,0.9169,1.7621,1.7621,1.1704,1.1704,1940591.8198,1940552.195,860088.1226,29846302.1885,29845692.7591
2022-04-01,000001.SZ,15.75,0.7652,1.7264,1.65,8.4116,8.4116,0.939,1.8045,1.8045,1.1429,1.1429,1940591.8198,1940552.195,860088.1226,30564321.1619,30563697.0713
2022-04-06,000001.SZ,16.39,1.2824,2.8934,2.38,8.7534,8.7534,0.9771,1.8778,1.8778,1.0982,1.0982,1940591.8198,1940552.195,860088.1226,31806299.9265,31805650.4761
2022-04-07,000001.SZ,16.28,0.8549,1.9289,1.19,8.6946,8.6946,0.9706,1.8652,1.8652,1.1057,1.1057,1940591.8198,1940552.195,860088.1226,31592834.8263,31592189.7346
2022-04-08,000001.SZ,16.4,0.5497,1.2403,0.66,8.7587,8.7587,0.9777,1.8789,1.8789,1.0976,1.0976,1940591.8198,1940552.195,860088.1226,31825705.8447,31825055.998
2022-04-11,000001.SZ,16.05,0.7301,1.6472,0.9,8.5718,8.5718,0.9569,1.8388,1.8388,1.1215,1.1215,1940591.8198,1940552.195,860088.1226,31146498.7078,31145862.7298
2022-04-12,000001.SZ,15.92,0.5355,1.2083,0.64,8.5024,8.5024,0.9491,1.8239,1.8239,1.1307,1.1307,1940591.8198,1940552.195,860088.1226,30894221.7712,30893590.9444
2022-04-13,000001.SZ,15.8,0.459,1.0355,0.58,8.4383,8.4383,0.942,1.8102,1.8102,1.1392,1.1392,1940591.8198,1940552.195,860088.1226,30661350.7528,30660724.681
2022-04-14,000001.SZ,16.04,0.479,1.0808,0.77,8.5665,8.5665,0.9563,1.8377,1.8377,1.1222,1.1222,1940591.8198,1940552.195,860088.1226,31127092.7896,31126457.2078
2022-04-15,000001.SZ,16.42,0.6347,1.4321,1.15,8.7694,8.7694,0.9789,1.8812,1.8812,1.0962,1.0962,1940591.8198,1940552.195,860088.1226,31864517.6811,31863867.0419
2022-04-18,000001.SZ,15.9,0.5601,1.2637,0.99,8.4917,8.4917,0.9479,1.8216,1.8216,1.1321,1.1321,1940591.8198,1940552.195,860088.1226,30855409.9348,30854779.9005
2022-04-19,000001.SZ,15.81,0.4235,0.9555,0.79,8.4436,8.4436,0.9426,1.8113,1.8113,1.1385,1.1385,1940591.8198,1940552.195,860088.1226,30680756.671,30680130.203
2022-04-20,000001.SZ,15.85,0.3693,0.8331,0.72,8.465,8.465,0.9449,1.8159,1.8159,1.1356,1.1356,1940591.8198,1940552.195,860088.1226,30758380.3438,30757752.2908
2022-04-21,000001.SZ,15.81,0.3658,0.8254,0.74,8.4436,8.4436,0.9426,1.8113,1.8113,1.1385,1.1385,1940591.8198,1940552.195,860088.1226,30680756.671,30680130.203
