trade_date,ts_code,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
2014-09-03,000001.SZ,10.5,0.7797,1.6351,1.46,7.8761,6.75,0.9919,2.2986,1.8893,0.726,1.2698,1142489.4787,983671.215,469043.8146,11996139.5264,10328547.7575
2014-09-04,000001.SZ,10.55,0.6386,1.3392,1.11,7.9136,6.7822,0.9966,2.3095,1.8983,0.7226,1.2638,1142489.4787,983671.215,469043.8146,12053264.0003,10377731.3183
2014-09-05,000001.SZ,10.57,0.6078,1.2747,0.99,7.9286,6.795,0.9985,2.3139,1.9019,0.7212,1.2614,1142489.4787,983671.215,469043.8146,12076113.7899,10397404.7426
2014-09-09,000001.SZ,10.46,0.5761,1.2082,0.87,7.8461,6.7243,0.9881,2.2898,1.8821,0.7288,1.2747,1142489.4787,983671.215,469043.8146,11950439.9472,10289200.9089
2014-09-10,000001.SZ,10.33,0.5404,1.1334,0.79,7.7486,6.6407,0.9758,2.2614,1.8587,0.738,1.2907,1142489.4787,983671.215,469043.8146,11801916.315,10161323.651
2014-09-11,000001.SZ,10.37,0.7253,1.5211,1.15,7.7786,6.6665,0.9796,2.2701,1.8659,0.7351,1.2858,1142489.4787,983671.215,469043.8146,11847615.8941,10200670.4996
2014-09-12,000001.SZ,10.37,0.4154,0.8712,0.67,7.7786,6.6665,0.9796,2.2701,1.8659,0.7351,1.2858,1142489.4787,983671.215,469043.8146,11847615.8941,10200670.4996
2014-09-15,000001.SZ,10.31,0.524,1.0989,0.91,7.7336,6.6279,0.974,2.257,1.8551,0.7394,1.2932,1142489.4787,983671.215,469043.8146,11779066.5254,10141650.2267
2014-09-16,000001.SZ,10.25,0.8421,1.766,1.51,7.6886,6.5893,0.9683,2.2439,1.8443,0.7437,1.3008,1142489.4787,983671.215,469043.8146,11710517.1567,10082629.9538
2014-09-17,000001.SZ,10.26,0.566,1.187,0.93,7.6961,6.5957,0.9692,2.2461,1.8461,0.743,1.2995,1142489.4787,983671.215,469043.8146,11721942.0515,10092466.6659
2014-09-18,000001.SZ,10.33,0.7811,1.638,1.27,7.7486,6.6407,0.9758,2.2614,1.8587,0.738,1.2907,1142489.4787,983671.215,469043.8146,11801916.315,10161323.651
2014-09-19,000001.SZ,10.38,0.5802,1.2168,0.93,7.7861,6.6729,0.9806,2.2723,1.8677,0.7344,1.2845,1142489.4787,983671.215,469043.8146,11859040.7889,10210507.2117
2014-09-22,000001.SZ,10.06,0.8033,1.6847,1.22,7.5461,6.4672,0.9503,2.2023,1.8101,0.7578,1.3254,1142489.4787,983671.215,469043.8146,11493444.1557,9895732.4229
2014-09-23,000001.SZ,10.1,0.4698,0.9853,0.66,7.5761,6.4929,0.9541,2.211,1.8173,0.7548,1.3201,1142489.4787,983671.215,469043.8146,11539143.7349,9935079.2715
2014-09-24,000001.SZ,10.28,0.7732,1.6215,1.21,7.7111,6.6086,0.9711,2.2504,1.8497,0.7416,1.297,1142489.4787,983671.215,469043.8146,11744791.841,10112140.0902
2014-09-25,000001.SZ,10.18,0.6884,1.4437,1.01,7.6361,6.5443,0.9617,2.2285,1.8317,0.7489,1.3098,1142489.4787,983671.215,469043.8146,11630542.8932,10013772.9687
2014-09-26,000001.SZ,10.12,0.4612,0.9671,0.7,7.5911,6.5057,0.956,2.2154,1.8209,0.7533,1.3175,1142489.4787,983671.215,469043.8146,11561993.5244,9954752.6958
2014-09-29,000001.SZ,10.12,0.6154,1.2906,0.96,7.5911,6.5057,0.956,2.2154,1.8209,0.7533,1.3175,1142489.4787,983671.215,469043.8146,11561993.5244,9954752.6958
2014-09-30,000001.SZ,10.14,0.492,1.0318,0.82,7.6061,6.5186,0.9579,2.2198,1.8245,0.7518,1.3149,1142489.4787,983671.215,469043.8146,11584843.314,9974426.1201
2014-10-08,000001.SZ,10.26,0.6859,1.4384,1.13,7.6961,6.5957,0.9692,2.2461,1.8461,0.743,1.2995,1142489.4787,983671.215,469043.8146,11721942.0515,10092466.6659
2014-10-09,000001.SZ,10.2,0.6734,1.4122,1.14,7.6511,6.5572,0.9636,2.2329,1.8353,0.7474,1.3072,1142489.4787,983671.215,469043.8146,11653392.6827,10033446.393
2014-10-10,000001.SZ,10.16,0.6703,1.4057,1.14,7.6211,6.5315,0.9598,2.2242,1.8281,0.7503,1.3123,1142489.4787,983671.215,469043.8146,11607693.1036,9994099.5444
2014-10-13,000001.SZ,10.1,0.5285,1.1084,0.84,7.5761,6.4929,0.9541,2.211,1.8173,0.7548,1.3201,1142489.4787,983671.215,469043.8146,11539143.7349,9935079.2715
2014-10-14,000001.SZ,10.12,0.5854,1.2278,0.96,7.5911,6.5057,0.956,2.2154,1.8209,0.7533,1.3175,1142489.4787,983671.215,469043.8146,11561993.5244,9954752.6958
2014-10-15,000001.SZ,10.16,0.6076,1.2742,0.97,7.6211,6.5315,0.9598,2.2242,1.8281,0.7503,1.3123,1142489.4787,983671.215,469043.8146,11607693.1036,9994099.5444
2014-10-16,000001.SZ,10.2,1.3457,2.8222,2.2,7.6511,6.5572,0.9636,2.2329,1.8353,0.7474,1.3072,1142489.4787,983671.215,469043.8146,11653392.6827,10033446.393
2014-10-17,000001.SZ,10.12,0.7121,1.4935,0.95,7.5911,6.5057,0.956,2.2154,1.8209,0.7533,1.3175,1142489.4787,983671.215,469043.8146,11561993.5244,9954752.6958
2014-10-20,000001.SZ,10.17,0.6213,1.303,0.82,7.6286,6.5379,0.9607,2.2264,1.8299,0.7496,1.311,1142489.4787,983671.215,469043.8146,11619117.9984,10003936.2566
2014-10-21,000001.SZ,10.09,0.4944,1.0368,0.64,7.5686,6.4864,0.9532,2.2088,1.8155,0.7555,1.3214,1142489.4787,983671.215,469043.8146,11527718.8401,9925242.5594
2014-10-22,000001.SZ,10.1,0.5687,1.1928,0.75,7.5761,6.4929,0.9541,2.211,1.8173,0.7548,1.3201,1142489.4787,983671.215,469043.8146,11539143.7349,9935079.2715
2014-10-23,000001.SZ,10.24,1.6118,3.3802,2.15,7.6811,6.5829,0.9673,2.2417,1.8425,0.7445,1.3021,1142489.4787,983671.215,469043.8146,11699092.2619,10072793.2416
2014-10-24,000001.SZ,10.18,0.8346,1.7503,1.04,7.6361,6.0484,0.9177,2.2285,1.6736,0.7489,1.3098,1142489.4787,983671.215,469043.8146,11630542.8932,10013772.9687
2014-10-27,000001.SZ,10.02,0.7417,1.5554,0.9,7.5161,5.9534,0.9033,2.1935,1.6473,0.7608,1.3307,1142489.4787,983671.215,469043.8146,11447744.5766,9856385.5743
2014-10-28,000001.SZ,10.17,0.5395,1.1313,0.63,7.6286,6.0425,0.9168,2.2264,1.6719,0.7496,1.311,1142489.4787,983671.215,469043.8146,11619117.9984,10003936.2566
2014-10-29,000001.SZ,10.3,1.083,2.2712,1.26,7.7261,6.1197,0.9285,2.2548,1.6933,0.7401,1.2945,1142489.4787,983671.215,469043.8146,11767641.6306,10131813.5145
2014-10-30,000001.SZ,10.43,1.5459,3.242,1.61,7.8236,6.197,0.9402,2.2833,1.7147,0.7309,1.2784,1142489.4787,983671.215,469043.8146,11916165.2628,10259690.7725
2014-10-31,000001.SZ,11.03,3.6527,7.6604,3.85,8.2737,6.5535,0.9943,2.4146,1.8133,0.6912,1.2088,1142489.4787,983671.215,469043.8146,12601658.9501,10849893.5015
2014-11-03,000001.SZ,11.11,1.9487,4.0867,1.29,8.3337,6.601,1.0015,2.4321,1.8265,0.6862,1.2001,1142489.4787,983671.215,469043.8146,12693058.1084,10928587.1987
2014-11-04,000001.SZ,10.85,1.3409,2.8121,0.76,8.1387,6.4465,0.9781,2.3752,1.7837,0.7026,1.2289,1142489.4787,983671.215,469043.8146,12396010.8439,10672832.6828
2014-11-05,000001.SZ,10.82,1.3072,2.7415,0.68,8.1162,6.4287,0.9754,2.3686,1.7788,0.7046,1.2323,1142489.4787,983671.215,469043.8146,12361736.1595,10643322.5463
2014-11-06,000001.SZ,10.84,0.6558,1.3754,0.33,8.1312,6.4406,0.9772,2.373,1.7821,0.7033,1.23,1142489.4787,983671.215,469043.8146,12384585.9491,10662995.9706
2014-11-07,000001.SZ,10.91,2.2715,4.7637,1.28,8.1837,6.4822,0.9835,2.3884,1.7936,0.6988,1.2221,1142489.4787,983671.215,469043.8146,12464560.2126,10731852.9557
2014-11-10,000001.SZ,11.14,1.6483,3.4567,1.1,8.3562,6.6188,1.0042,2.4387,1.8314,0.6843,1.1969,1142489.4787,983671.215,469043.8146,12727332.7927,10958097.3351
2014-11-11,000001.SZ,11.27,3.0309,6.3563,2.1,8.4537,6.6961,1.016,2.4672,1.8528,0.6764,1.1831,1142489.4787,983671.215,469043.8146,12875856.4249,11085974.5931
2014-11-12,000001.SZ,11.2,1.4125,2.9623,0.79,8.4012,6.6545,1.0096,2.4518,1.8413,0.6807,1.1905,1142489.4787,983671.215,469043.8146,12795882.1614,11017117.608
2014-11-13,000001.SZ,11.05,1.3626,2.8577,0.76,8.2887,6.5653,0.9961,2.419,1.8166,0.6899,1.2066,1142489.4787,983671.215,469043.8146,12624508.7396,10869566.9258
2014-11-14,000001.SZ,10.93,0.9165,1.9221,0.47,8.1987,6.4941,0.9853,2.3927,1.7969,0.6975,1.2199,1142489.4787,983671.215,469043.8146,12487410.0022,10751526.38
2014-11-17,000001.SZ,10.76,0.9044,1.8966,0.54,8.0712,6.393,0.97,2.3555,1.7689,0.7085,1.2392,1142489.4787,983671.215,469043.8146,12293186.7908,10584302.2734
2014-11-18,000001.SZ,10.61,0.9457,1.9834,0.62,7.9586,6.3039,0.9565,2.3227,1.7443,0.7185,1.2567,1142489.4787,983671.215,469043.8146,12121813.369,10436751.5912
2014-11-19,000001.SZ,10.63,0.6015,1.2614,0.54,7.9736,6.3158,0.9583,2.3271,1.7476,0.7172,1.2543,1142489.4787,983671.215,469043.8146,12144663.1586,10456425.0155
2014-11-20,000001.SZ,10.63,0.6949,1.4573,0.73,7.9736,6.3158,0.9583,2.3271,1.7476,0.7172,1.2543,1142489.4787,983671.215,469043.8146,12144663.1586,10456425.0155
2014-11-21,000001.SZ,10.8,1.1658,2.4448,1.43,8.1012,6.4168,0.9736,2.3643,1.7755,0.7059,1.2346,1142489.4787,983671.215,469043.8146,12338886.37,10623649.122
2014-11-24,000001.SZ,10.78,2.2643,4.7487,2.63,8.0862,6.4049,0.9718,2.3599,1.7722,0.7072,1.2369,1142489.4787,983671.215,469043.8146,12316036.5804,10603975.6977
2014-11-25,000001.SZ,10.98,1.5938,3.3426,1.4,8.2362,6.5238,0.9898,2.4037,1.8051,0.6943,1.2143,1142489.4787,983671.215,469043.8146,12544534.4761,10800709.9407
2014-11-26,000001.SZ,11.21,2.2212,4.6582,1.76,8.4087,6.6604,1.0106,2.454,1.8429,0.6801,1.1894,1142489.4787,983671.215,469043.8146,12807307.0562,11026954.3202
2014-11-27,000001.SZ,11.31,2.1388,4.4854,1.35,8.4837,6.7198,1.0196,2.4759,1.8594,0.674,1.1789,1142489.4787,983671.215,469043.8146,12921556.0041,11125321.4417
2014-11-28,000001.SZ,12.44,4.9253,10.3292,2.62,9.3313,7.3912,1.1214,2.7233,2.0451,0.6128,1.0718,1142489.4787,983671.215,469043.8146,14212569.115,12236869.9146
2014-12-01,000001.SZ,12.19,4.5393,9.5198,1.73,9.1438,7.2427,1.0989,2.6686,2.004,0.6254,1.0938,1142489.4787,983671.215,469043.8146,13926946.7454,11990952.1109
2014-12-02,000001.SZ,13.12,3.5484,7.4415,1.15,9.8414,7.7952,1.1827,2.8721,2.1569,0.5811,1.0163,1142489.4787,983671.215,469043.8146,14989461.9605,12905766.3408
2014-12-03,000001.SZ,13.1,4.0639,8.5227,1.17,9.8264,7.7834,1.1809,2.8678,2.1536,0.5819,1.0178,1142489.4787,983671.215,469043.8146,14966612.171,12886092.9165
2014-12-04,000001.SZ,13.96,3.5075,7.3558,0.91,10.4715,8.2943,1.2585,3.056,2.295,0.5461,0.9551,1142489.4787,983671.215,469043.8146,15949153.1227,13732050.1614
2014-12-05,000001.SZ,14.53,4.487,9.41,1.09,10.8991,8.633,1.3098,3.1808,2.3887,0.5247,0.9176,1142489.4787,983671.215,469043.8146,16600372.1255,14292742.754
2014-12-08,000001.SZ,15.23,3.9936,8.3752,0.99,11.4241,9.0489,1.3729,3.3341,2.5038,0.5006,0.8755,1142489.4787,983671.215,469043.8146,17400114.7606,14981312.6045
2014-12-09,000001.SZ,13.71,4.1126,8.6248,1.05,10.284,8.1458,1.2359,3.0013,2.2539,0.556,0.9725,1142489.4787,983671.215,469043.8146,15663530.753,13486132.3577
2014-12-10,000001.SZ,14.19,3.5864,7.5214,0.89,10.644,8.431,1.2792,3.1064,2.3328,0.5372,0.9396,1142489.4787,983671.215,469043.8146,16211925.7028,13958294.5409
2014-12-11,000001.SZ,13.92,2.2751,4.7714,0.58,10.4415,8.2706,1.2548,3.0473,2.2884,0.5477,0.9579,1142489.4787,983671.215,469043.8146,15903453.5435,13692703.3128
2014-12-12,000001.SZ,13.94,1.6712,3.5048,0.45,10.4565,8.2824,1.2567,3.0517,2.2917,0.5469,0.9565,1142489.4787,983671.215,469043.8146,15926303.3331,13712376.7371
2014-12-15,000001.SZ,13.58,1.8308,3.8396,0.59,10.1865,8.0685,1.2242,2.9729,2.2325,0.5614,0.9818,1142489.4787,983671.215,469043.8146,15515007.1207,13358255.0997
2014-12-16,000001.SZ,14.39,2.5101,5.2641,0.93,10.7941,8.5498,1.2972,3.1502,2.3657,0.5298,0.9266,1142489.4787,983671.215,469043.8146,16440423.5985,14155028.7839
2014-12-17,000001.SZ,15.36,4.4732,9.3811,1.88,11.5217,9.1261,1.3847,3.3625,2.5252,0.4963,0.8681,1142489.4787,983671.215,469043.8146,17548638.3928,15109189.8624
2014-12-18,000001.SZ,14.89,2.5113,5.2666,0.98,11.1691,8.8469,1.3423,3.2596,2.4479,0.512,0.8955,1142489.4787,983671.215,469043.8146,17011668.3378,14646864.3914
2014-12-19,000001.SZ,15.0,1.9675,4.1263,0.76,11.2516,8.9122,1.3522,3.2837,2.466,0.5082,0.8889,1142489.4787,983671.215,469043.8146,17137342.1805,14755068.225
2014-12-22,000001.SZ,15.34,3.5249,7.3925,1.33,11.5067,9.1142,1.3829,3.3581,2.5219,0.497,0.8692,1142489.4787,983671.215,469043.8146,17525788.6033,15089516.4381
2014-12-23,000001.SZ,14.75,1.8277,3.833,0.61,11.0641,8.7637,1.3297,3.229,2.4249,0.5168,0.904,1142489.4787,983671.215,469043.8146,16851719.8108,14509150.4213
2014-12-24,000001.SZ,14.07,2.0436,4.2859,0.71,10.554,8.3597,1.2684,3.0801,2.3131,0.5418,0.9476,1142489.4787,983671.215,469043.8146,16074826.9653,13840253.9951
2014-12-25,000001.SZ,14.69,2.0304,4.2582,0.85,11.0191,8.7281,1.3243,3.2158,2.415,0.519,0.9076,1142489.4787,983671.215,469043.8146,16783170.4421,14450130.1484
2014-12-26,000001.SZ,15.1,2.4775,5.1958,1.09,11.3266,8.9717,1.3612,3.3056,2.4824,0.5049,0.883,1142489.4787,983671.215,469043.8146,17251591.1284,14853435.3465
2014-12-29,000001.SZ,14.92,2.6291,5.5137,1.1,11.1916,8.8647,1.345,3.2662,2.4528,0.511,0.8937,1142489.4787,983671.215,469043.8146,17045943.0222,14676374.5278
2014-12-30,000001.SZ,15.5,2.4054,5.0445,1.09,11.6267,9.2093,1.3973,3.3932,2.5482,0.4918,0.8602,1142489.4787,983671.215,469043.8146,17708586.9199,15246903.8325
2014-12-31,000001.SZ,15.84,2.4399,5.1169,1.05,11.8817,9.4113,1.4279,3.4676,2.6041,0.4813,0.8418,1142489.4787,983671.215,469043.8146,18097033.3426,15581352.0456
2015-01-05,000001.SZ,16.02,2.9079,6.0984,1.21,12.0167,9.5183,1.4442,3.507,2.6337,0.8323,0.8323,1142489.4787,983671.215,469043.8146,18302681.4488,15758412.8643
2015-01-06,000001.SZ,15.78,2.2024,4.6188,0.86,11.8367,9.3757,1.4225,3.4545,2.5942,0.845,0.845,1142489.4787,983671.215,469043.8146,18028483.9739,15522331.7727
2015-01-07,000001.SZ,15.48,1.7283,3.6247,0.69,11.6117,9.1974,1.3955,3.3888,2.5449,0.8613,0.8613,1142489.4787,983671.215,469043.8146,17685737.1303,15227230.4082
2015-01-08,000001.SZ,14.96,1.4311,3.0012,0.61,11.2216,8.8885,1.3486,3.275,2.4594,0.8913,0.8913,1142489.4787,983671.215,469043.8146,17091642.6014,14715721.3764
2015-01-09,000001.SZ,15.08,2.5501,5.3481,1.19,11.3116,8.9598,1.3594,3.3012,2.4791,0.8842,0.8842,1142489.4787,983671.215,469043.8146,17228741.3388,14833761.9222
2015-01-12,000001.SZ,14.77,1.5791,3.3116,0.73,11.0791,8.7756,1.3315,3.2334,2.4282,0.9027,0.9027,1142489.4787,983671.215,469043.8146,16874569.6004,14528823.8456
2015-01-13,000001.SZ,14.68,0.8304,1.7416,0.44,11.0116,8.7221,1.3234,3.2137,2.4134,0.9083,0.9083,1142489.4787,983671.215,469043.8146,16771745.5473,14440293.4362
2015-01-14,000001.SZ,14.81,1.284,2.6928,0.79,11.1091,8.7993,1.3351,3.2421,2.4347,0.9003,0.9003,1142489.4787,983671.215,469043.8146,16920269.1795,14568170.6942
2015-01-15,000001.SZ,15.35,1.2628,2.6483,0.82,11.5142,9.1202,1.3838,3.3603,2.5235,0.8686,0.8686,1142489.4787,983671.215,469043.8146,17537213.498,15099353.1503
2015-01-16,000001.SZ,15.37,1.5817,3.3171,1.05,11.5292,9.1321,1.3856,3.3647,2.5268,0.8675,0.8675,1142489.4787,983671.215,469043.8146,17560063.2876,15119026.5746
2015-01-19,000001.SZ,13.83,2.1726,4.5563,1.66,10.374,8.2171,1.2467,3.0276,2.2736,0.9641,0.9641,1142489.4787,983671.215,469043.8146,15800629.4904,13604172.9035
2015-01-20,000001.SZ,13.83,1.5158,3.1788,1.06,10.374,8.2171,1.2467,3.0276,2.2736,0.9641,0.9641,1142489.4787,983671.215,469043.8146,15800629.4904,13604172.9035
2015-01-21,000001.SZ,14.42,1.9727,4.1372,1.26,10.8166,8.5676,1.2999,3.1567,2.3706,0.9246,0.9246,1142489.4787,983671.215,469043.8146,16474698.2829,14184538.9203
2015-01-22,000001.SZ,14.3,1.2758,2.6757,0.75,10.7265,8.4963,1.2891,3.1305,2.3509,0.9324,0.9324,1142489.4787,983671.215,469043.8146,16337599.5454,14066498.3745
2015-01-23,000001.SZ,14.4,1.4834,3.111,0.87,10.8016,8.5557,1.2981,3.1524,2.3673,0.9259,0.9259,1142489.4787,983671.215,469043.8146,16451848.4933,14164865.496
2015-01-26,000001.SZ,14.34,1.0752,2.2548,0.64,10.7565,8.5201,1.2927,3.1392,2.3575,0.9298,0.9298,1142489.4787,983671.215,469043.8146,16383299.1246,14105845.2231
2015-01-27,000001.SZ,13.99,1.3617,2.8558,0.93,10.494,8.3121,1.2612,3.0626,2.2999,0.9531,0.9531,1142489.4787,983671.215,469043.8146,15983427.807,13761560.2979
2015-01-28,000001.SZ,14.06,1.2615,2.6455,0.88,10.5465,8.3537,1.2675,3.0779,2.3114,0.9483,0.9483,1142489.4787,983671.215,469043.8146,16063402.0705,13830417.2829
2015-01-29,000001.SZ,13.9,1.0336,2.1677,0.8,10.4265,8.2587,1.253,3.0429,2.2851,0.9592,0.9592,1142489.4787,983671.215,469043.8146,15880603.7539,13673029.8885
2015-01-30,000001.SZ,13.93,0.9456,1.983,0.76,10.449,8.2765,1.2558,3.0495,2.2901,0.9572,0.9572,1142489.4787,983671.215,469043.8146,15914878.4383,13702540.025
2015-02-02,000001.SZ,13.63,0.8752,1.8355,0.77,10.224,8.0983,1.2287,2.9838,2.2408,0.9782,0.9782,1142489.4787,983671.215,469043.8146,15572131.5947,13407438.6605
2015-02-03,000001.SZ,13.95,0.898,1.8833,0.82,10.464,8.2884,1.2576,3.0538,2.2934,0.9558,0.9558,1142489.4787,983671.215,469043.8146,15937728.2279,13722213.4493
2015-02-04,000001.SZ,13.71,0.821,1.7219,0.82,10.284,8.1458,1.2359,3.0013,2.2539,0.9725,0.9725,1142489.4787,983671.215,469043.8146,15663530.753,13486132.3577
2015-02-05,000001.SZ,13.79,1.9455,4.0801,2.13,10.344,8.1933,1.2431,3.0188,2.2671,0.9669,0.9669,1142489.4787,983671.215,469043.8146,15754929.9113,13564826.0549
2015-02-06,000001.SZ,13.51,1.0475,2.1968,0.95,10.134,8.027,1.2179,2.9575,2.221,0.9869,0.9869,1142489.4787,983671.215,469043.8146,15435032.8572,13289398.1147
2015-02-09,000001.SZ,13.52,0.9623,2.0181,0.86,10.1415,8.0329,1.2188,2.9597,2.2227,0.9862,0.9862,1142489.4787,983671.215,469043.8146,15446457.752,13299234.8268
2015-02-10,000001.SZ,13.77,0.7369,1.5454,0.65,10.329,8.1814,1.2413,3.0144,2.2638,0.9683,0.9683,1142489.4787,983671.215,469043.8146,15732080.1217,13545152.6306
2015-02-11,000001.SZ,13.73,0.5636,1.1819,0.51,10.299,8.1577,1.2377,3.0057,2.2572,0.9711,0.9711,1142489.4787,983671.215,469043.8146,15686380.5426,13505805.782
2015-02-12,000001.SZ,13.86,0.6188,1.2978,0.59,10.3965,8.2349,1.2494,3.0341,2.2786,0.962,0.962,1142489.4787,983671.215,469043.8146,15834904.1748,13633683.0399
2015-02-13,000001.SZ,13.95,0.9025,1.8927,1.15,10.464,8.2884,1.2576,3.0538,2.2934,0.9558,0.9558,1142489.4787,983671.215,469043.8146,15937728.2279,13722213.4493
2015-02-16,000001.SZ,13.92,0.7332,1.5376,0.97,10.4415,8.2706,1.2548,3.0473,2.2884,0.9579,0.9579,1142489.4787,983671.215,469043.8146,15903453.5435,13692703.3128
2015-02-17,000001.SZ,13.99,0.6918,1.4508,0.97,10.494,8.3121,1.2612,3.0626,2.2999,0.9531,0.9531,1142489.4787,983671.215,469043.8146,15983427.807,13761560.2979
2015-02-25,000001.SZ,13.8,0.587,1.231,0.84,10.3515,8.1993,1.244,3.021,2.2687,0.9662,0.9662,1142489.4787,983671.215,469043.8146,15766354.8061,13574662.767
2015-02-26,000001.SZ,14.07,1.0426,2.1865,1.48,10.554,8.3597,1.2684,3.0801,2.3131,0.9476,0.9476,1142489.4787,983671.215,469043.8146,16074826.9653,13840253.9951
2015-02-27,000001.SZ,13.99,0.8067,1.6919,1.02,10.494,8.3121,1.2612,3.0626,2.2999,0.9531,0.9531,1142489.4787,983671.215,469043.8146,15983427.807,13761560.2979
2015-03-02,000001.SZ,14.03,1.0357,2.1721,1.34,10.524,8.3359,1.2648,3.0714,2.3065,0.9503,0.9503,1142489.4787,983671.215,469043.8146,16029127.3862,13800907.1465
2015-03-03,000001.SZ,13.6,1.0771,2.2588,1.29,10.2015,8.0804,1.226,2.9772,2.2358,0.9804,0.9804,1142489.4787,983671.215,469043.8146,15537856.9103,13377928.524
2015-03-04,000001.SZ,13.57,0.8285,1.7375,0.91,10.179,8.0626,1.2233,2.9707,2.2309,0.9826,0.9826,1142489.4787,983671.215,469043.8146,15503582.226,13348418.3876
2015-03-05,000001.SZ,13.38,0.8424,1.7666,0.88,10.0364,7.9497,1.2062,2.9291,2.1997,0.9965,0.9965,1142489.4787,983671.215,469043.8146,15286509.225,13161520.8567
2015-03-06,000001.SZ,13.44,0.5663,1.1876,0.62,10.0815,7.9854,1.2116,2.9422,2.2095,0.9921,0.9921,1142489.4787,983671.215,469043.8146,15355058.5937,13220541.1296
2015-03-09,000001.SZ,14.15,2.2419,4.7017,2.58,10.614,8.4072,1.2756,3.0976,2.3262,0.9423,0.9423,1142489.4787,983671.215,469043.8146,16166226.1236,13918947.6923
2015-03-10,000001.SZ,13.77,1.4087,2.9543,1.27,10.329,8.1814,1.2413,3.0144,2.2638,0.9683,0.9683,1142489.4787,983671.215,469043.8146,15732080.1217,13545152.6306
2015-03-11,000001.SZ,13.86,0.9183,1.9259,0.78,10.3965,8.2349,1.2494,3.0341,2.2786,0.962,0.962,1142489.4787,983671.215,469043.8146,15834904.1748,13633683.0399
2015-03-12,000001.SZ,14.6,3.36,7.0465,2.81,10.9516,8.6746,1.3161,3.1961,2.4002,0.9132,0.9132,1142489.4787,983671.215,469043.8146,16680346.389,14361599.739
2015-03-13,000001.SZ,14.99,3.2165,3.2165,1.89,8.6486,8.6486,1.3078,2.333,2.333,0.8895,0.8895,1142489.4787,983671.215,469043.8146,17125917.2857,14745231.5129
2015-03-16,000001.SZ,15.41,2.2553,2.2553,1.01,8.8909,8.8909,1.3445,2.3984,2.3984,0.8652,0.8652,1142489.4787,983671.215,469043.8146,17605762.8668,15158373.4232
2015-03-17,000001.SZ,15.4,1.9924,1.9924,0.89,8.8851,8.8851,1.3436,2.3968,2.3968,0.8658,0.8658,1142489.4787,983671.215,469043.8146,17594337.972,15148536.711
2015-03-18,000001.SZ,15.51,1.8614,1.8614,0.79,8.9486,8.9486,1.3532,2.4139,2.4139,0.8597,0.8597,1142489.4787,983671.215,469043.8146,17720011.8146,15256740.5447
2015-03-19,000001.SZ,15.19,1.6065,1.6065,0.63,8.764,8.764,1.3253,2.3641,2.3641,0.8778,0.8778,1142489.4787,983671.215,469043.8146,17354415.1815,14941965.7559
2015-03-20,000001.SZ,15.32,2.0092,2.0092,0.92,8.839,8.839,1.3366,2.3844,2.3844,0.8703,0.8703,1142489.4787,983671.215,469043.8146,17502938.8137,15069843.0138
2015-03-23,000001.SZ,15.43,1.8116,1.8116,0.93,8.9024,8.9024,1.3462,2.4015,2.4015,0.8641,0.8641,1142489.4787,983671.215,469043.8146,17628612.6563,15178046.8475
2015-03-24,000001.SZ,15.35,1.5851,1.5851,0.85,8.8563,8.8563,1.3392,2.389,2.389,0.8686,0.8686,1142489.4787,983671.215,469043.8146,17537213.498,15099353.1503
2015-03-25,000001.SZ,14.91,1.6179,1.6179,0.91,8.6024,8.6024,1.3009,2.3206,2.3206,0.8943,0.8943,1142489.4787,983671.215,469043.8146,17034518.1274,14666537.8157
2015-03-26,000001.SZ,15.11,1.5126,1.5126,0.88,8.7178,8.7178,1.3183,2.3517,2.3517,0.8824,0.8824,1142489.4787,983671.215,469043.8146,17263016.0232,14863272.0587
2015-03-27,000001.SZ,15.08,1.065,1.065,0.62,8.7005,8.7005,1.3157,2.347,2.347,0.8842,0.8842,1142489.4787,983671.215,469043.8146,17228741.3388,14833761.9222
2015-03-30,000001.SZ,15.66,2.6255,2.6255,1.73,9.0351,9.0351,1.3663,2.4373,2.4373,0.8514,0.8514,1142489.4787,983671.215,469043.8146,17891385.2364,15404291.2269
2015-03-31,000001.SZ,15.75,2.7786,2.7786,1.65,9.0871,9.0871,1.3741,2.4513,2.4513,0.8466,0.8466,1142489.4787,983671.215,469043.8146,17994209.2895,15492821.6363
2015-04-01,000001.SZ,15.96,1.6706,1.6706,0.87,9.2082,9.2082,1.3925,2.484,2.484,0.8354,0.8354,1142489.4787,983671.215,469043.8146,18234132.0801,15699392.5914
2015-04-02,000001.SZ,15.8,1.4292,1.4292,0.74,9.1159,9.1159,1.3785,2.4591,2.4591,0.8439,0.8439,1142489.4787,983671.215,469043.8146,18051333.7635,15542005.197
2015-04-03,000001.SZ,15.85,1.4588,1.4588,0.76,9.1448,9.1448,1.3829,2.4669,2.4669,0.8412,0.8412,1142489.4787,983671.215,469043.8146,18108458.2374,15591188.7578
2015-04-07,000001.SZ,16.81,3.0096,3.0096,1.51,9.6986,9.6986,1.4666,2.6163,2.6163,0.7932,0.7932,1142489.4787,983671.215,469043.8146,19205248.1369,16535513.1242
2015-04-08,000001.SZ,17.92,3.4276,3.4276,1.66,10.3391,10.3391,1.5635,2.789,2.789,0.744,0.744,1142489.4787,983671.215,469043.8146,20473411.4583,17627388.1728
